발생경찰서,지역관서,발생일시,발생일자,월,발생시간대,요일구분,경기도,고양시,덕양구,행정동,주소,발생장소,범죄수법(발생),죄명
경기고양경찰서,화전파출소,2024-06-04 19:00:00,2024-06-04,6,19시,3-화,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 12-1번지 ,노상,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-04 18:30:00,2024-06-04,6,18시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 927-6번지 ,노상,,폭력
경기고양경찰서,고양파출소,2024-06-04 18:25:00,2024-06-04,6,18시,3-화,경기,고양시,덕양구,벽제동,고양시 덕양구 벽제동 507-7번지 ,노상,,마약
경기고양경찰서,행신지구대,2024-06-04 18:00:00,2024-06-04,6,18시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 875-4번지 ,상가아파트,,폭력
경기고양경찰서,고양파출소,2024-06-04 17:20:00,2024-06-04,6,17시,3-화,경기,고양시,덕양구,대자동,고양시 덕양구 대자동 271-5번지 ,정류장,,폭력
경기고양경찰서,행신지구대,2024-06-04 13:00:00,2024-06-04,6,13시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 875-4번지 ,사무실,,폭력
경기고양경찰서,도래울지구대,2024-06-04 11:00:00,2024-06-04,6,11시,3-화,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 717번지 ,노상,,폭력
경기고양경찰서,도래울지구대,2024-06-04 09:30:00,2024-06-04,6,09시,3-화,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 1103번지 ,아파트,,폭력
경기고양경찰서,관산파출소,2024-06-04 07:00:00,2024-06-04,6,07시,3-화,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 195-1번지 ,노상,,폭력
경기고양경찰서,화정지구대,2024-06-04 04:17:00,2024-06-04,6,04시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 897-6번지 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-04 00:00:00,2024-06-04,6,00시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 697-1번지 ,병원,강제추행,강간/강제추행
경기고양경찰서,화정지구대,2024-06-04 00:00:00,2024-06-04,6,00시,3-화,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 998번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-06-03 18:40:00,2024-06-03,6,18시,2-월,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 228-1번지 ,노상,,폭력
경기고양경찰서,고양파출소,2024-06-03 17:45:00,2024-06-03,6,17시,2-월,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 235-4번지 ,영업겸용가옥,,폭력
경기고양경찰서,화전파출소,2024-06-03 16:21:00,2024-06-03,6,16시,2-월,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 ,기타,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-06-03 15:01:00,2024-06-03,6,15시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 611번지 ,아파트,,폭력
경기고양경찰서,화정지구대,2024-06-03 10:50:00,2024-06-03,6,10시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 1135번지 ,아파트,,폭력
경기고양경찰서,화정지구대,2024-06-03 10:30:00,2024-06-03,6,10시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 948번지 ,노상,,폭력
경기고양경찰서,화정지구대,2024-06-03 10:10:00,2024-06-03,6,10시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 998번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-06-03 07:40:00,2024-06-03,6,07시,2-월,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 646-23번지 ,노상,자전거절도,절도
경기고양경찰서,신도지구대,2024-06-03 00:00:00,2024-06-03,6,00시,2-월,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 354-14번지 ,기타,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-06-03 00:00:00,2024-06-03,6,00시,2-월,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 726번지 ,노상,기타(갈취),폭력
경기고양경찰서,화정지구대,2024-06-03 00:00:00,2024-06-03,6,00시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 981-2번지 ,노상,,폭력
경기고양경찰서,고양파출소,2024-06-03 00:00:00,2024-06-03,6,00시,2-월,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 342-1번지 ,일반주택,,마약
경기고양경찰서,화정지구대,2024-06-03 00:00:00,2024-06-03,6,00시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 977번지 ,노상,,폭력
경기고양경찰서,행신지구대,2024-06-03 00:00:00,2024-06-03,6,00시,2-월,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 982번지 ,아파트,,폭력
경기고양경찰서,신도지구대,2024-06-02 21:58:00,2024-06-02,6,21시,1-일,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 369번지 ,기타,,폭력
경기고양경찰서,도래울지구대,2024-06-02 20:00:00,2024-06-02,6,20시,1-일,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 1107번지 ,아파트,자전거절도,절도
경기고양경찰서,화정지구대,2024-06-02 18:33:00,2024-06-02,6,18시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 948번지 ,주차장,,폭력
경기고양경찰서,도래울지구대,2024-06-02 17:50:00,2024-06-02,6,17시,1-일,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 1103번지 ,아파트,,폭력
경기고양경찰서,도래울지구대,2024-06-02 17:10:00,2024-06-02,6,17시,1-일,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 728번지 ,기타교통수단내,,폭력
경기고양경찰서,원당지구대,2024-06-02 15:00:00,2024-06-02,6,15시,1-일,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 302-9번지 ,노상,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-02 12:45:00,2024-06-02,6,12시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 903-1번지 ,시장및상가부근,,폭력
경기고양경찰서,도래울지구대,2024-06-02 12:00:00,2024-06-02,6,12시,1-일,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 1-1번지 ,세차장,,폭력
경기고양경찰서,행신지구대,2024-06-02 10:30:00,2024-06-02,6,10시,1-일,경기,고양시,덕양구,행주내동,고양시 덕양구 행주내동 495-10번지 ,기타,,마약
경기고양경찰서,신도지구대,2024-06-02 10:22:00,2024-06-02,6,10시,1-일,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 311번지 ,상점,기타(기타절도),절도
경기고양경찰서,고양파출소,2024-06-02 10:14:00,2024-06-02,6,10시,1-일,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 143-1번지 ,은행,기타(기타절도),절도
경기고양경찰서,행신3파출소,2024-06-02 04:50:00,2024-06-02,6,04시,1-일,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 953번지 ,아파트,,폭력
경기고양경찰서,화전파출소,2024-06-02 03:10:00,2024-06-02,6,03시,1-일,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 421번지 ,아파트,,폭력
경기고양경찰서,화정지구대,2024-06-02 00:00:00,2024-06-02,6,00시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 983-1번지 ,노상,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-06-02 00:00:00,2024-06-02,6,00시,1-일,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 361번지 ,영업겸용가옥,진열장털이,절도
경기고양경찰서,화정지구대,2024-06-02 00:00:00,2024-06-02,6,00시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 978번지 ,노상,,폭력
경기고양경찰서,도래울지구대,2024-06-02 00:00:00,2024-06-02,6,00시,1-일,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 177번지 ,차안,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-06-01 23:40:00,2024-06-01,6,23시,7-토,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 951-1번지 ,아파트,,폭력
경기고양경찰서,관산파출소,2024-06-01 23:30:00,2024-06-01,6,23시,7-토,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 540-88번지 ,일반주택,,폭력
경기고양경찰서,신도지구대,2024-06-01 23:01:00,2024-06-01,6,23시,7-토,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 368-2번지 ,상점,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 22:30:00,2024-06-01,6,22시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 948번지 ,아파트,,폭력
경기고양경찰서,관산파출소,2024-06-01 22:20:00,2024-06-01,6,22시,7-토,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 544-5번지 ,노상,,폭력
경기고양경찰서,행신지구대,2024-06-01 21:30:00,2024-06-01,6,21시,7-토,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 853번지 ,아파트,,폭력
경기고양경찰서,행신3파출소,2024-06-01 19:50:00,2024-06-01,6,19시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 781번지 ,아파트,,폭력
경기고양경찰서,화전파출소,2024-06-01 19:29:00,2024-06-01,6,19시,7-토,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 407번지 ,아파트,,폭력
경기고양경찰서,행신3파출소,2024-06-01 19:28:00,2024-06-01,6,19시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 242-37번지 ,주차장,,폭력
경기고양경찰서,행신3파출소,2024-06-01 17:18:00,2024-06-01,6,17시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 953번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-06-01 17:08:00,2024-06-01,6,17시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,행신3파출소,2024-06-01 17:00:00,2024-06-01,6,17시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 1088번지 ,노상,강제추행,강간/강제추행
경기고양경찰서,화전파출소,2024-06-01 16:21:00,2024-06-01,6,16시,7-토,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 421번지 ,상점,상점물건채기,절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 15:30:00,2024-06-01,6,15시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-06-01 13:00:00,2024-06-01,6,13시,7-토,경기,고양시,덕양구,지축동,고양시 덕양구 지축동 875번지 ,노상,자전거절도,절도
경기고양경찰서,신도지구대,2024-06-01 12:00:00,2024-06-01,6,12시,7-토,경기,고양시,덕양구,효자동,고양시 덕양구 효자동 146-1번지 ,대중식당,,폭력
경기고양경찰서,관산파출소,2024-06-01 10:54:00,2024-06-01,6,10시,7-토,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 278-10번지 ,주택,,폭력
경기고양경찰서,화정지구대,2024-06-01 08:44:00,2024-06-01,6,08시,7-토,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 342-7번지 ,상점,기타(기타절도),절도
경기고양경찰서,행신3파출소,2024-06-01 05:30:00,2024-06-01,6,05시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 958번지 ,기타,강제추행,강간/강제추행
경기고양경찰서,화정지구대,2024-06-01 00:05:00,2024-06-01,6,00시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 975-3번지 ,오피스텔,,폭력
경기고양경찰서,화정지구대,2024-06-01 00:00:00,2024-06-01,6,00시,7-토,경기,고양시,덕양구,대장동,고양시 덕양구 대장동 338-2번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-06-01 00:00:00,2024-06-01,6,00시,7-토,경기,고양시,덕양구,행주외동,고양시 덕양구 행주외동 215-18번지 ,노상,,폭력
경기고양경찰서,관산파출소,2024-06-01 00:00:00,2024-06-01,6,00시,7-토,경기,고양시,덕양구,관산동,고양시 덕양구 관산동 178-57번지 ,기타,기타(기타절도),절도
경기고양경찰서,,2024-06-01 00:00:00,2024-06-01,6,00시,7-토,경기,고양시,덕양구,,고양시 덕양구 ,기타,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-06-01 00:00:00,2024-06-01,6,00시,7-토,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 928번지 ,편의점,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-05-31 23:20:00,2024-05-31,5,23시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 986-6번지 ,노상,,폭력
경기고양경찰서,화정지구대,2024-05-31 23:20:00,2024-05-31,5,23시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 986-6번지 ,노상,,폭력
경기고양경찰서,화정지구대,2024-05-31 23:00:00,2024-05-31,5,23시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 979-2번지 ,노상,,폭력
경기고양경찰서,행신지구대,2024-05-31 21:20:00,2024-05-31,5,21시,6-금,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 866-1번지 ,유흥주점,,폭력
경기고양경찰서,도래울지구대,2024-05-31 18:30:00,2024-05-31,5,18시,6-금,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 701번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-05-31 18:12:00,2024-05-31,5,18시,6-금,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 976번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-05-31 13:50:00,2024-05-31,5,13시,6-금,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 641-1번지 ,기타,기타(침입절도),절도
경기고양경찰서,원당지구대,2024-05-31 13:00:00,2024-05-31,5,13시,6-금,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 602번지 ,주차장,,폭력
경기고양경찰서,신도지구대,2024-05-31 12:53:00,2024-05-31,5,12시,6-금,경기,고양시,덕양구,지축동,고양시 덕양구 지축동 1144-17번지 ,일반주택,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-05-31 10:00:00,2024-05-31,5,10시,6-금,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 725번지 ,아파트,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-05-31 08:10:00,2024-05-31,5,08시,6-금,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 677번지 ,아파트,강제추행,강간/강제추행
경기고양경찰서,,2024-05-31 00:00:00,2024-05-31,5,00시,6-금,경기,고양시,덕양구,,고양시 덕양구 ,학교,,폭력
경기고양경찰서,원당지구대,2024-05-30 20:30:00,2024-05-30,5,20시,5-목,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 666번지 ,비닐하우스,개도둑,절도
경기고양경찰서,화전파출소,2024-05-30 20:00:00,2024-05-30,5,20시,5-목,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 ,아파트,기타(약취유인),폭력
경기고양경찰서,화전파출소,2024-05-30 19:27:00,2024-05-30,5,19시,5-목,경기,고양시,덕양구,향동동,고양시 덕양구 향동동 421번지 ,상점,상점물건채기,절도
경기고양경찰서,고양파출소,2024-05-30 19:20:00,2024-05-30,5,19시,5-목,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 420-8번지 ,기타,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-05-30 19:00:00,2024-05-30,5,19시,5-목,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 50-33번지 ,노상,,마약
경기고양경찰서,신도지구대,2024-05-30 17:15:00,2024-05-30,5,17시,5-목,경기,고양시,덕양구,오금동,고양시 덕양구 오금동 ,노상,,폭력
경기고양경찰서,화정지구대,2024-05-30 07:54:00,2024-05-30,5,07시,5-목,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 342-7번지 ,상점,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-05-30 05:00:00,2024-05-30,5,05시,5-목,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 981번지 ,기타,,폭력
경기고양경찰서,관산파출소,2024-05-30 03:30:00,2024-05-30,5,03시,5-목,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 427-18번지 ,일반주택,,폭력
경기고양경찰서,관산파출소,2024-05-30 03:30:00,2024-05-30,5,03시,5-목,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 427-18번지 ,일반주택,,폭력
경기고양경찰서,,2024-05-30 00:00:00,2024-05-30,5,00시,5-목,경기,고양시,덕양구,,고양시 덕양구 ,아파트,,폭력
경기고양경찰서,화정지구대,2024-05-29 19:31:00,2024-05-29,5,19시,4-수,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 118-47번지 ,상점,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-29 18:00:00,2024-05-29,5,18시,4-수,경기,고양시,덕양구,대장동,고양시 덕양구 대장동 497-40번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-29 17:38:00,2024-05-29,5,17시,4-수,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 766번지 ,주차장,,폭력
경기고양경찰서,신도지구대,2024-05-29 13:37:00,2024-05-29,5,13시,4-수,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 291번지 ,상점,바꿔치기,절도
경기고양경찰서,행신지구대,2024-05-29 10:30:00,2024-05-29,5,10시,4-수,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 677-16번지 ,노상,,폭력
경기고양경찰서,원당지구대,2024-05-29 08:41:00,2024-05-29,5,08시,4-수,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 700번지 ,기타,,폭력
경기고양경찰서,화정지구대,2024-05-29 07:00:00,2024-05-29,5,07시,4-수,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 925-2번지 ,일반주택,,폭력
경기고양경찰서,신도지구대,2024-05-29 03:00:00,2024-05-29,5,03시,4-수,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 627-2번지 ,노상,,폭력
경기고양경찰서,관산파출소,2024-05-29 02:00:00,2024-05-29,5,02시,4-수,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 431-1번지 ,상점,사무소털이,절도
경기고양경찰서,원당지구대,2024-05-28 21:21:00,2024-05-28,5,21시,3-화,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 725번지 ,아파트,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-28 21:00:00,2024-05-28,5,21시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 875-4번지 ,사무실,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-05-28 17:40:00,2024-05-28,5,17시,3-화,경기,고양시,덕양구,지축동,고양시 덕양구 지축동 888-2번지 ,편의점,기타(기타절도),절도
경기고양경찰서,화전파출소,2024-05-28 13:46:00,2024-05-28,5,13시,3-화,경기,고양시,덕양구,덕은동,고양시 덕양구 덕은동 ,구멍가게,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-05-28 10:40:00,2024-05-28,5,10시,3-화,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 312번지 ,기타,,폭력
경기고양경찰서,화전파출소,2024-05-28 09:54:00,2024-05-28,5,09시,3-화,경기,고양시,덕양구,현천동,고양시 덕양구 현천동 9-6번지 ,창고,창고털이,절도
경기고양경찰서,행신지구대,2024-05-28 08:50:00,2024-05-28,5,08시,3-화,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 747번지 ,유치원,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-05-28 04:13:00,2024-05-28,5,04시,3-화,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 519-27번지 ,상점,기타(침입절도),절도
경기고양경찰서,행신지구대,2024-05-28 04:10:00,2024-05-28,5,04시,3-화,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 833-7번지 ,주택,,폭력
경기고양경찰서,원당지구대,2024-05-28 02:16:00,2024-05-28,5,02시,3-화,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 869번지 ,상점,기타(침입절도),절도
경기고양경찰서,행신지구대,2024-05-28 00:00:00,2024-05-28,5,00시,3-화,경기,고양시,덕양구,행주내동,고양시 덕양구 행주내동 743-19번지 ,노상,,폭력
경기고양경찰서,화전파출소,2024-05-28 00:00:00,2024-05-28,5,00시,3-화,경기,고양시,덕양구,현천동,고양시 덕양구 현천동 9-6번지 ,다세대·원룸·연립가옥,빈집침입절도,절도
경기고양경찰서,화전파출소,2024-05-27 20:20:00,2024-05-27,5,20시,2-월,경기,고양시,덕양구,화전동,고양시 덕양구 화전동 203-230번지 ,노상,,폭력
경기고양경찰서,원당지구대,2024-05-27 18:57:00,2024-05-27,5,18시,2-월,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 702-1번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-27 14:00:00,2024-05-27,5,14시,2-월,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 677-16번지 ,노상,,폭력
경기고양경찰서,신도지구대,2024-05-27 13:33:00,2024-05-27,5,13시,2-월,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,대형할인매장,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-05-27 11:27:00,2024-05-27,5,11시,2-월,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 589-15번지 ,전답,,마약
경기고양경찰서,신도지구대,2024-05-27 09:00:00,2024-05-27,5,09시,2-월,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 362번지 ,학교,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-27 06:35:00,2024-05-27,5,06시,2-월,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 ,다세대·원룸·연립가옥,,폭력
경기고양경찰서,신도지구대,2024-05-27 03:30:00,2024-05-27,5,03시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 649-7번지 ,다세대·원룸·연립가옥,,폭력
경기고양경찰서,신도지구대,2024-05-27 01:00:00,2024-05-27,5,01시,2-월,경기,고양시,덕양구,신원동,고양시 덕양구 신원동 640-3번지 ,주택,,폭력
경기고양경찰서,원당지구대,2024-05-27 00:27:00,2024-05-27,5,00시,2-월,경기,고양시,덕양구,성사동,고양시 덕양구 성사동 705-3번지 ,노상,,폭력
경기고양경찰서,관산파출소,2024-05-27 00:00:00,2024-05-27,5,00시,2-월,경기,고양시,덕양구,내유동,고양시 덕양구 내유동 476-6번지 ,차량매매상,차량등털이,절도
경기고양경찰서,화정지구대,2024-05-27 00:00:00,2024-05-27,5,00시,2-월,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 3-3번지 ,노상,기타(기타절도),절도
경기고양경찰서,도래울지구대,2024-05-27 00:00:00,2024-05-27,5,00시,2-월,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 256번지 ,노상,기타(기타절도),절도
경기고양경찰서,화정지구대,2024-05-27 00:00:00,2024-05-27,5,00시,2-월,경기,고양시,덕양구,내곡동,고양시 덕양구 내곡동 221-4번지 ,노상,기타(기타절도),절도
경기고양경찰서,원당지구대,2024-05-26 22:50:00,2024-05-26,5,22시,1-일,경기,고양시,덕양구,주교동,고양시 덕양구 주교동 568-1번지 ,다세대·원룸·연립가옥,,폭력
경기고양경찰서,신도지구대,2024-05-26 21:56:00,2024-05-26,5,21시,1-일,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 369번지 ,상가아파트,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-26 21:40:00,2024-05-26,5,21시,1-일,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 769번지 ,아파트,,폭력
경기고양경찰서,행신지구대,2024-05-26 18:00:00,2024-05-26,5,18시,1-일,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 739-2번지 ,노상,,폭력
경기고양경찰서,도래울지구대,2024-05-26 11:10:00,2024-05-26,5,11시,1-일,경기,고양시,덕양구,도내동,고양시 덕양구 도내동 1103번지 ,아파트,,폭력
경기고양경찰서,고양파출소,2024-05-26 02:00:00,2024-05-26,5,02시,1-일,경기,고양시,덕양구,고양동,고양시 덕양구 고양동 240-6번지 ,아파트,,폭력
경기고양경찰서,화정지구대,2024-05-26 01:50:00,2024-05-26,5,01시,1-일,경기,고양시,덕양구,화정동,고양시 덕양구 화정동 936번지 ,아파트,,폭력
경기고양경찰서,도래울지구대,2024-05-26 00:00:00,2024-05-26,5,00시,1-일,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 717번지 ,아파트,,폭력
경기고양경찰서,신도지구대,2024-05-25 21:28:00,2024-05-25,5,21시,7-토,경기,고양시,덕양구,삼송동,고양시 덕양구 삼송동 291번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-25 20:55:00,2024-05-25,5,20시,7-토,경기,고양시,덕양구,행신동,고양시 덕양구 행신동 767번지 ,아파트,,폭력
경기고양경찰서,신도지구대,2024-05-25 20:00:00,2024-05-25,5,20시,7-토,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,슈퍼마켓,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-05-25 19:40:00,2024-05-25,5,19시,7-토,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,기타,기타(기타절도),절도
경기고양경찰서,신도지구대,2024-05-25 16:45:00,2024-05-25,5,16시,7-토,경기,고양시,덕양구,동산동,고양시 덕양구 동산동 370번지 ,기타,기타(기타절도),절도
경기고양경찰서,행신지구대,2024-05-25 16:21:00,2024-05-25,5,16시,7-토,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 882-4번지 ,노상,자전거절도,절도
경기고양경찰서,행신지구대,2024-05-25 15:41:00,2024-05-25,5,15시,7-토,경기,고양시,덕양구,토당동,고양시 덕양구 토당동 836번지 ,노상,,폭력
경기고양경찰서,도래울지구대,2024-05-25 12:15:00,2024-05-25,5,12시,7-토,경기,고양시,덕양구,원흥동,고양시 덕양구 원흥동 632-1번지 ,체육관,기타(기타절도),절도
